personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Extrovert,6.554358439,4.22173199,8.741530997,3.436517373,8.398001925,8.346754335,7.708285696,5.844907435,4.18069221,3.46571392,6.194882983,5.235745648,4.902452905,9.201666161,3.124355006,7.203564507,7.55894189,6.562089839,4.33764721,7.098859803,6.231695542,3.32652423,8.068230432,8.263902698,5.495405402,6.478523481,8.029754523,5.398399401,4.714425428
Ambivert,3.322418563,3.099445458,3.539423357,4.215551854,4.5072155,7.688346599,9.443255245,6.591566622,5.807044907,5.529323658,7.110027646,5.651801853,7.965402014,8.005248875,5.496059827,5.429443653,6.613039272,7.06393401,5.241266104,1.389767352,5.594129625,6.314745043,6.357028586,4.184905092,5.054806069,5.326332629,8.378391574,3.74126312,6.202445161
Ambivert,3.879373396,6.476496762,7.310755,3.57122614,3.839307935,5.68985298,7.484768734,5.598479703,5.528511262,7.465193368,7.566803703,5.254430537,5.285926625,8.324447544,7.045544196,5.338170974,7.748171248,4.545438628,5.488853024,4.972911159,2.788273665,4.270077331,8.005905877,6.445219361,5.614473164,5.981671861,6.238723129,5.824184391,6.783176632
Introvert,6.263931243,8.509329447,3.299324903,7.359605916,1.975985425,1.332063578,8.668818754,10,8.255368263,6.93484195,4.99227633,2.108984384,1.954335965,6.964247492,6.712446951,3.610733824,5.106165007,3.813410163,8.702287476,6.775024454,2.838046814,8.597119127,3.782643023,4.656975181,5.303887007,5.797974003,4.654883438,3.512271006,7.581488123
Introvert,0.032903787,8.111500615,2.980842753,9.195149875,0.287564883,0,6.443862401,7.720893147,4.811686307,7.008668647,3.390281624,3.707052615,2.449631185,7.035545973,7.362790027,3.250154792,5.9619914,5.938714538,6.960618004,5.085224693,0.31516785,9.679313462,3.441136265,3.602269105,3.563801871,3.395541375,5.924042726,5.57780926,7.759816384
Ambivert,6.154184633,5.870014747,6.086778543,5.304793677,4.899672711,6.898831864,6.03557538,9.913130859,6.709898986,6.281028113,5.009436587,2.865776266,3.756494279,6.277148455,4.739116569,7.089941727,8.645591309,6.2458603,6.139301173,4.301581058,5.081415842,5.768001579,4.383735656,6.496608119,4.287983599,9.627795446,5.366891363,7.268956004,4.41544931
Ambivert,4.372545593,5.064844842,5.326801318,6.495647662,9.179041175,4.698558231,6.004727985,6.954159401,7.836881064,5.343801678,7.123643447,4.819536424,5.024932925,6.984634373,6.777265647,7.634106969,7.758996956,5.27334582,6.214724653,4.656692264,4.419541076,4.994387061,5.420143457,9.022329757,5.513575439,6.178905233,5.405784732,7.062668049,7.146747648
Extrovert,7.474807743,4.023431023,8.102010045,6.15578934,7.305689031,8.835512963,6.107754366,5.819004168,4.72824698,4.845274116,7.494196863,7.574387792,7.830660296,5.922672392,1.822005459,7.001866964,8.359451828,4.767587436,2.926177949,7.733883845,8.821213261,5.169499904,9.822652628,9.596126491,9.452651821,8.919678378,7.490252846,7.06153828,7.853752049
Ambivert,6.405896393,4.860158954,7.43694783,6.574689729,6.454507341,2.158786249,4.973421398,6.865961279,5.814417991,3.971052002,4.557426554,4.70087226,7.439145685,8.171926167,7.193731822,3.573622414,7.378227416,5.472393251,5.982158454,2.951028671,3.535710433,4.464061951,6.301989262,6.657257907,6.202711835,7.730552249,6.658923291,4.671724612,8.398541588
Extrovert,8.832228072,0.562710688,9.585697611,2.600929264,6.359783786,8.978035343,7.070599171,6.77424208,4.716099102,6.151614435,10,7.494438098,8.329268865,7.645812565,4.089895611,8.711000388,4.578978836,6.121559604,7.512898052,7.02635534,6.370230922,4.453095287,8.347034537,7.03022862,7.352360038,7.846211187,6.935011822,7.547053786,6.133895143
Extrovert,6.978955371,2.884167289,9.069479226,3.962976197,6.790934481,7.842289131,6.854855919,8.484775026,5.154736163,5.314030316,9.719487796,8.795601576,7.777686847,4.079283836,5.266031008,7.688110477,8.298615898,4.40382346,4.562892528,7.599497465,8.703676193,4.49889156,7.455122655,7.276156777,5.735528228,9.932557362,8.613725638,8.122807765,6.805175377
Introvert,0.96326399,9.20203495,3.377979773,7.343301805,2.500645128,0,8.019550929,5.862145115,4.092088027,5.407097104,3.577968579,2.627681413,1.267796968,6.361086029,5.395884706,1.666402915,8.70022435,8.0967668,8.713073294,4.655946128,2.809238929,3.627978451,7.049550397,6.248296867,3.198705545,5.801257234,6.394281513,3.427771024,6.332494076
Extrovert,8.933211461,3.738058,7.525312625,4.754308859,7.064271531,6.158992662,6.214158073,9.430041316,5.488489566,4.502609861,9.686873861,8.682134902,8.850033383,7.010310642,5.339611953,7.916911133,6.484499823,5.984815864,6.709785869,7.165766774,3.367166328,5.716650701,6.98528664,7.699016459,7.201967038,7.301287336,5.524386881,7.903909483,5.259875656
Extrovert,8.82856579,5.72160288,9.609342076,4.279768462,7.961834918,6.627209243,8.019571504,3.960027813,5.961215672,4.445696315,5.842726438,5.554854426,8.184944698,9.010528281,5.640584015,7.411208797,6.57810409,5.632412146,5.298469719,8.538042005,7.519349396,2.700892419,6.106154912,8.076448105,8.702025165,5.650855711,4.412021277,6.459924511,9.591308809
Introvert,2.572545737,7.620218285,1.634195468,7.575881909,5.639241392,0.810078517,9.30016471,4.562360608,4.631472514,8.839085626,4.211340477,3.292302831,5.631780749,4.736540362,5.527420735,0,5.032857263,4.905867086,8.143737893,2.632604588,3.741019612,7.429383461,3.347172179,5.317734292,4.505732424,4.486229062,5.096775668,1.583544623,7.944639254
Extrovert,8.662916576,2.75887224,10,4.119839517,10,6.151610798,7.696046456,7.238861365,5.83562932,5.470647709,10,6.463654931,7.087885685,6.815639464,3.202804904,9.456323847,6.171949493,3.122784817,3.223032065,7.403173116,9.467216492,5.162104129,6.509904727,7.264242888,8.08961226,6.616198922,8.255826229,7.178292694,8.661582879
Ambivert,4.831255779,5.150036055,6.567387943,5.519671941,6.994919644,4.685576632,8.373498911,6.155144657,7.133616619,7.13791938,4.517206237,2.674983518,3.234731448,5.724570572,5.605292704,4.351492333,6.889898445,7.186013214,6.585192446,5.914995717,3.830991944,5.68278683,5.625987109,8.960172927,4.535236142,6.11673666,7.643664586,3.397418602,3.908554146
Ambivert,4.259443652,4.33553361,7.272750632,3.603360492,7.103242661,6.013939935,7.261035591,5.785888067,7.262390905,6.399435429,5.535454216,1.304826139,6.584493946,5.600747877,5.228917103,5.388564959,6.542364052,3.361954206,6.275028686,5.72568855,5.073375224,7.58684518,4.448895639,7.952929529,7.671883869,6.512588372,4.888595923,4.384493472,5.900966099
Extrovert,8.005943272,2.29028058,8.701734864,1.09123473,7.425119536,8.763813318,7.239613243,4.822862224,6.718747265,4.360761118,8.606125348,6.283373649,7.781002082,5.949320349,2.52958182,9.250368885,8.501771742,6.60238511,2.580728095,7.360663522,10,2.170255517,8.303246342,9.173583281,5.54496411,6.608517643,9.434834733,5.030354274,4.680936077
Ambivert,6.278549112,3.941672228,5.316494957,7.310995928,9.114547766,4.438102304,8.48871098,7.609659253,5.202827783,4.332264038,6.8273518,3.830111329,4.943877902,8.496144096,6.852499861,3.085047631,8.34300442,7.695635533,3.209679655,10,4.5120493,3.318858795,2.310044361,6.573393583,7.969759252,4.481458757,5.37746937,6.090580656,4.798651271
Introvert,3.463875404,4.55918214,4.422528984,9.541708933,2.857706466,3.010494764,8.674564319,5.788860632,3.344743471,5.74629249,2.999236838,0.844728727,2.884096271,4.983959713,5.789436947,3.48801039,4.465099621,6.130537818,7.863972562,2.41496924,1.635026415,10,1.488200606,2.78124176,4.047456499,4.822984977,6.178022771,4.686399599,6.725760486
Extrovert,8.76374402,2.129665802,5.888970778,4.280266409,7.900899547,10,2.877910491,6.013956475,8.657021274,5.576357782,9.566902784,9.295892484,8.191069919,9.842277324,4.648536594,10,8.270921854,5.483638919,6.948844527,6.75348182,9.146991826,3.749507452,6.417744309,7.484570059,10,7.214866279,8.348719461,6.10692843,4.742651705
Ambivert,4.35913169,5.535232689,4.617060807,7.414160162,5.397689155,5.246685995,4.976673037,6.10214507,6.647832675,4.00420383,6.452471458,3.747927571,1.476235966,6.100431659,3.286927807,4.854543964,7.161245247,7.206765461,6.187903041,3.754514311,7.167380873,7.403505817,6.114920761,8.079545266,7.33431144,3.022656726,4.698896232,9.091820802,5.252046449
Extrovert,10,3.946081268,7.713386114,6.57287018,9.507533179,6.133720468,7.592374347,4.186942554,5.536737376,3.724541215,4.815510529,6.054867771,8.114458963,7.261740606,4.873736626,8.696491861,8.288564854,3.839221656,5.242460786,6.626196427,5.249556023,5.156324863,5.310021935,8.323638366,7.783889124,7.250256245,6.540685404,5.366888257,5.230476485
Introvert,2.486428717,7.136516512,0.928605689,7.322509947,3.335692381,2.063657362,5.002481567,8.196007978,4.128435829,7.40896288,7.424051271,4.407776632,4.316910786,6.656248426,10,1.436268765,4.97165071,5.270037393,9.15411228,7.363643185,3.317455114,7.261836011,3.141694326,6.653017305,3.36107785,2.777599188,7.294873315,5.880332451,7.394536887
Introvert,2.821626523,7.153916163,3.955553307,6.902360537,4.251189382,2.192121316,6.59634029,3.286881314,6.484830579,7.685979734,4.357862183,1.602807916,3.477756247,4.417919768,6.22063449,0,5.642674989,5.702616397,7.430808582,4.130274426,1.15365692,9.112020567,3.215118194,6.778710149,1.451996029,4.343488801,3.473583927,5.626322203,7.090738937
Ambivert,3.522016136,7.045929504,7.398825952,7.102576,7.405511053,2.700139917,5.028896769,6.241951907,8.880761342,3.614567407,6.269884167,4.797709482,3.65618427,6.579065791,5.617847499,8.1647279,5.960945349,9.884665681,7.304609926,2.203303337,6.868511022,7.540992246,4.319368378,9.391861128,4.457343707,8.064666714,7.162280846,4.583328289,3.622520116
Extrovert,7.709217266,1.003239866,5.436741842,6.096086247,6.40400197,8.87056546,2.579281905,8.960751674,4.825616735,4.195714163,6.382372555,6.171411352,5.77425061,7.077003393,5.482665313,8.129758538,7.837424304,7.213504436,6.505961009,7.586786061,5.643035458,4.784765283,9.164289878,8.631064513,6.600433581,8.288107175,10,6.784691255,6.254983212
Ambivert,6.298356605,5.255090178,4.876755617,4.990834024,6.905892818,4.258036739,7.548139831,6.082357162,7.70336743,5.233426086,6.12623748,3.19801706,4.771332922,6.655031415,6.235793095,6.620298327,6.954697245,6.161736401,8.338091868,5.159221462,4.422818179,5.532356912,4.294273339,7.507260977,3.341942938,6.169750845,5.972100275,4.386353265,3.264834011
Extrovert,9.143765919,4.435882022,7.745626646,6.211941741,8.51539301,9.490249537,6.489113695,7.78609007,7.376536908,5.352618659,10,8.414665106,8.56174845,7.509576746,1.256819732,8.110896155,8.293349061,8.031494263,4.692433201,8.152792067,6.289326429,4.751499421,8.007453444,9.011447502,6.111956109,7.806344052,10,7.641194368,5.719360927
Ambivert,7.842911106,4.437380721,5.984401823,5.43285748,4.779794202,4.90912526,6.182622372,3.985917067,5.161130321,6.031828132,5.038770412,5.029328635,5.144998696,4.668001614,7.440772755,3.20659019,9.018453038,6.53066553,5.982634024,2.456573987,2.735383453,5.890887179,9.125623582,7.851466947,4.109349429,5.627692892,6.371905345,4.589392459,5.56957729
Ambivert,6.280352344,3.199696572,6.782435594,6.337093798,5.157472622,4.888746487,8.93722082,6.458848583,3.994258229,2.961387143,8.241184895,3.319380244,4.478914509,6.573640624,1.86424306,8.295672964,6.052313432,6.267273764,4.271446779,5.356321217,5.553778471,5.230011919,3.843370487,7.536216368,5.881314001,4.815464315,3.194091335,5.184354429,8.157173597
Extrovert,8.415369794,5.560274372,7.581713944,3.45547673,7.826833769,9.501131224,3.09032143,4.722929173,5.959573885,6.028381909,9.839106591,5.443136152,10,6.908212105,2.297829155,9.568261558,9.362197249,5.042479883,3.428995567,8.246772519,7.117826322,3.835027839,4.976704224,8.507356008,10,6.024142114,7.758893408,6.751909309,6.673521677
Extrovert,7.330557333,4.198942978,9.411288086,4.374709799,8.321281061,7.118868205,5.218601468,3.396646354,6.899364213,6.947464044,8.740858243,3.549073557,9.686797091,8.878984384,3.725645846,8.383337419,7.763010357,3.554211476,6.404892594,5.225133191,8.768092985,3.761204814,6.997115012,8.781752735,5.072806115,7.957883445,8.829838696,8.61653828,5.625060467
Extrovert,7.007389388,4.245553056,8.132573114,2.424757834,10,6.151613256,5.009226065,7.250862038,7.266789981,4.002119518,8.557408562,5.743142482,9.462414858,4.28338663,3.825630781,9.94978058,7.321216503,4.708576643,5.141531893,6.386578267,6.897407897,3.781513291,6.024922803,7.794935267,8.219521299,6.790491989,8.664497597,8.163261062,7.042685048
Ambivert,6.955372772,5.366035749,4.595731023,7.543478879,8.694300864,4.933938633,9.627322623,6.192437375,3.564943545,8.55725978,4.876667763,2.658677484,6.458798042,4.999992431,6.12687027,0.404036303,6.36172687,7.600288765,3.400044696,5.414493579,6.154993118,5.55817089,7.443115511,5.872570929,6.260498476,4.655464986,6.864597622,3.882286347,7.838775461
Extrovert,9.426605528,3.96094064,8.345904142,1.547103266,6.877658516,5.582313397,6.084099536,6.154714299,8.210943821,5.740455314,6.0778614,6.267143432,7.640556116,3.814647809,5.29509806,8.382829005,7.90096649,8.009382584,5.276246925,7.472123851,6.878864073,4.241080182,6.684784406,10,8.513993246,4.197337403,7.969117392,8.273215865,5.00175533
Extrovert,6.384480949,0,6.105102242,2.598608064,10,6.656809133,6.584721495,3.708369243,7.118015976,5.911886696,10,9.271709624,8.636121611,4.663257974,3.412479135,9.668947897,7.581496327,5.906133906,4.807087631,5.310626462,9.768406861,3.160676399,6.105796387,5.654866096,7.802452418,7.774756383,8.621720595,7.568026291,6.034894076
Introvert,4.084643831,7.344059005,2.618145301,9.945156164,3.314965688,3.641778386,7.792961195,5.926211493,5.97485487,9.454087632,3.292348866,1.450965889,5.008846761,7.610915691,7.160159718,1.142815478,9.281706863,10,6.361156401,5.636705269,3.10749027,7.844624746,5.039284911,3.708450201,3.114362724,4.933573563,3.454550677,1.87924685,5.836850836
Ambivert,6.475575537,6.92135464,5.236758993,9.394567206,8.751794905,4.147732225,5.956021015,7.470203208,7.190927391,6.314651129,5.852604835,3.961793827,3.720717441,6.279166494,3.955250656,4.985889402,7.787450227,6.848282409,6.627639623,5.395492498,6.518919283,3.793379946,5.57521664,6.126930901,2.927671603,5.557575071,6.688893268,6.699754303,6.128347044
Introvert,1.329286672,5.906143124,2.09277396,7.207507385,6.155837777,2.427948749,8.98477707,5.144303874,6.723472886,6.410827005,3.346383184,3.208870291,1.131319404,7.154191612,6.547460376,1.843649737,8.052206488,6.777362721,6.232806474,2.398183274,4.791459789,9.716823724,2.245350929,6.11637841,4.693120885,6.540895847,3.205632743,4.850566308,6.802507118
Extrovert,8.810685207,2.499820236,10,6.300977254,6.489845188,4.44498747,7.127074824,3.858608203,7.107265538,4.111891516,8.482659229,10,10,7.817041767,5.113147507,6.937657022,6.61526315,6.252015119,5.405937599,6.716725966,6.655284961,6.013815986,6.352955579,9.337350674,7.608740249,5.472138872,10,4.225399909,8.422130931
Extrovert,6.425680311,3.479492896,9.952325279,5.939850078,5.891790005,9.03689239,8.711281455,8.471468813,4.856067878,7.348419441,9.120346735,9.632319796,9.755324495,6.507324816,2.953946125,6.042306963,8.144106865,6.299621414,3.666605238,8.060310623,8.066863144,3.844241756,7.051430406,6.757565284,7.036594604,7.403462599,8.818370612,6.839088342,6.653260865
Extrovert,4.356060548,1.823584828,8.299711526,4.611651358,8.1806027,6.688940132,3.600442621,3.279657602,4.628967589,3.918531944,9.575528204,6.4830061,4.972982303,6.65646661,4.523054275,5.544599425,10,4.705976881,3.781742496,5.77722655,6.884632843,5.552480902,6.10076841,8.601329008,7.880922909,8.812108077,8.792061139,5.238010261,4.204802107
Ambivert,5.259846379,5.511062788,6.141488152,5.280089725,7.35763474,4.088709751,5.190334092,6.642143358,6.117296397,6.737164541,8.900630686,4.573828973,6.122463396,7.677358616,6.555335603,6.979148979,7.473908461,5.026834823,8.475319165,8.378345296,3.632263984,6.084848378,4.639733599,7.389528919,5.431847531,7.063658902,5.587647694,7.93799226,7.472603501
Introvert,3.386722058,8.578527382,3.77540246,10,4.040754234,3.423405098,6.991960645,9.192224325,5.607189488,7.440949587,6.09736191,4.364840035,3.092086027,7.882795734,7.343693802,0,6.049222042,5.326445747,6.556820034,5.2355566,2.31021686,6.746278801,1.245955765,6.536003777,0.189575274,3.224896181,4.431357368,4.857862839,7.349365261
Extrovert,7.827393793,3.45295874,8.93684876,3.717651721,8.067759176,8.280666042,8.195797272,5.649945749,4.131254178,5.30505344,8.963020811,9.252502662,8.658381062,6.696844808,2.397417517,7.253104166,10,6.476542658,5.180576378,10,7.428604498,2.663457927,8.883242332,7.321725787,8.341492423,6.986745148,8.919071301,7.586261819,5.947152313
Ambivert,9.800660226,4.898885368,7.84312252,6.697582104,6.666213937,4.793037408,5.862275346,4.94834927,6.677036229,6.513009683,3.806113211,4.252598236,6.267243121,10,5.213664817,8.557318327,6.346529601,6.128768591,9.880142065,5.067887067,5.845035097,5.088336972,4.594116957,6.419622131,7.596283588,5.600698007,6.085213863,6.04515749,3.262741783
Ambivert,6.068276844,4.256420741,6.891175646,2.757249457,3.656950467,5.180533991,8.916599174,5.009057773,6.484432535,7.053423205,6.19413734,2.489336464,7.518799291,5.522848761,5.258926202,4.293364064,7.935523694,7.671370834,4.054997908,7.097579812,7.897276227,5.459383899,7.782205693,6.486083298,5.04121188,4.732198089,2.730942316,6.682380347,3.283487726
Introvert,3.220712729,8.594226299,0.021452583,7.39567941,4.169848521,2.874429837,5.721155233,8.636123897,4.346917741,6.657821744,3.161905664,4.432727619,1.475227021,5.830184145,6.889347896,2.938683716,7.059324538,7.221454168,6.702323068,2.52281758,3.079387574,7.900816479,3.147473266,5.436496693,4.83174119,4.123744157,3.125920624,3.160530812,4.854402576
Ambivert,6.144386955,6.008728448,6.750369134,5.083956102,4.787463801,4.833717095,7.50440916,7.204616396,7.582629761,6.196941409,4.965986327,5.097118095,6.73790912,9.276567947,5.87356947,5.611600812,7.929081778,4.727822293,6.414889424,5.295031007,4.6794189,8.745221086,5.982547097,7.636818495,5.923395918,3.472108344,7.630800628,7.481948485,4.058162052
Extrovert,7.338021493,3.43504052,6.744942514,4.189241995,7.450335499,8.253894826,6.108166086,5.355395634,9.435881764,5.004108972,6.976859652,5.767872982,6.878166386,7.724332303,2.986579358,7.401153953,10,8.756355127,5.006259519,9.538068384,7.859560959,3.929195791,4.889281808,7.515904483,5.194688727,4.811480214,7.744530133,2.624246689,5.758852109
Ambivert,6.894218593,5.671743309,4.668676949,5.529545536,4.084348739,3.000073333,5.205228033,8.228217049,6.324001088,5.638061522,6.258534388,6.187508291,5.005001697,6.399744536,4.846943178,4.834671348,5.778870121,7.210604273,8.724266501,7.107629732,2.888316329,5.076381321,4.992765664,4.99136202,5.399738503,4.636964437,5.140045323,6.017577655,5.414283911
Extrovert,8.541502919,3.510218123,9.471981449,3.237861995,6.034229611,6.650487161,6.588328687,5.544817232,3.291301553,5.339702457,6.889692756,4.127222742,8.747181903,3.838298309,4.683608957,7.960204771,6.433537136,4.756967867,4.418547507,7.237852594,7.545951754,5.043211837,4.129893378,9.063682965,4.977170853,6.044942926,7.20662985,8.247174931,4.332471152
Extrovert,8.472757556,4.315449154,5.205243777,3.99413395,8.487975179,6.794855708,5.363855922,5.572424286,5.561012858,7.452863975,8.224322218,8.611821079,10,5.205118664,3.467494407,9.825484539,7.685593035,7.082968127,4.997201741,6.677696939,6.812145588,1.91354895,9.196471723,10,4.377424611,6.978546582,7.578048659,6.938452008,8.298936292
Ambivert,4.563819666,5.964928706,8.068859455,4.837751191,5.797456443,2.942224397,8.014716652,6.329555371,5.623965978,6.804580324,4.937884885,7.086669062,5.66920026,7.237678165,4.129507059,4.767626839,6.108297541,7.730107912,5.830027053,8.552689441,2.079882873,8.675715027,7.8208583,7.938324592,5.172923753,4.258470155,8.13353102,5.67315454,5.537946228
Ambivert,3.15350451,5.646592257,6.725994245,3.515916058,8.466460865,5.402335769,8.051175045,7.069208413,4.749351336,3.24393083,7.707263234,3.251727804,3.839953269,7.349395767,4.133347848,4.42408027,8.710171424,8.232969699,7.919195029,5.840696158,2.204146354,4.871286998,7.775412428,7.520293598,3.816604352,2.347967017,6.147516418,9.598424471,3.998437451
Extrovert,7.247920866,2.209708934,8.50057015,3.32949975,7.428954128,9.386480713,5.541366768,3.548194247,7.232544877,4.878364662,6.488479502,6.527816873,8.01383687,9.010037482,7.53271452,10,7.4655683,8.276935704,5.330802926,7.6352343,6.400234761,6.647307047,8.18573952,9.461753649,8.503272208,8.409079622,8.513762045,7.951520927,4.724017814
Introvert,3.423950784,10,4.250781961,7.660173364,5.122809221,2.450951956,8.086306908,9.802148057,3.569007776,6.404651641,5.38879963,1.65465834,2.878343869,5.615992443,6.013684807,2.975393678,5.795743944,7.036914402,9.864698173,3.511840466,2.991579307,9.572747564,2.335541252,5.180706151,3.548180452,5.141806219,2.900487321,6.221522448,6.38559864
Extrovert,7.33295078,1.315447915,9.722735154,5.125922485,9.771076322,8.877747789,8.20048339,6.320392919,2.912522273,3.958090834,7.56053395,6.886355065,6.558509258,8.231560375,5.48525245,7.041850999,8.742146169,7.772222702,6.30917759,7.519609742,4.523015665,3.921616422,9.447238968,6.249377391,9.546287802,7.33861323,8.773801932,6.371171439,3.192755029
Extrovert,8.437590751,2.695815243,8.334333642,3.69160232,8.26856747,9.240195594,4.83557338,6.546935089,5.966185079,5.92225382,9.490013553,7.635011951,7.587364518,6.003530054,2.862344634,8.58607821,8.70313786,6.133090982,4.690257032,6.604420341,4.766096196,7.089587201,7.469279664,10,4.901247523,8.370449826,5.336452267,7.149948013,4.085068488
Introvert,2.651457185,7.236389622,4.161063988,8.585153851,4.367285547,1.575910259,7.290106927,6.543815825,6.307823724,6.655902356,8.13364294,3.23917436,4.837286746,2.638568847,7.997240858,3.060855787,5.776189638,4.509222803,8.393979927,1.976774613,2.583692103,6.536650112,4.25176424,5.260590198,6.389640932,6.308144455,4.889873009,4.133374229,5.545067209
Introvert,3.645869227,5.259345456,1.530188629,6.914697925,5.844810523,1.362459204,8.633124717,9.626370941,6.704394937,7.163103114,4.232488779,2.092559557,1.557685994,5.778702807,4.959574215,3.35546295,6.543898038,5.16397143,5.377613057,4.791309343,4.107607311,7.156968048,5.072921369,5.554642779,6.837305504,3.82175508,9.673326233,4.998676494,9.253324282
Ambivert,4.034763811,6.030719307,6.717898374,5.973324074,7.998589178,6.818668097,7.676718658,7.661543985,5.644432833,4.896691523,5.13848719,4.295417382,7.302006692,7.885912434,6.14031941,5.114484546,5.650662013,6.003189129,4.209575785,4.654070382,3.605203945,5.671130443,5.915262497,6.254287966,7.022430388,3.994598472,5.932279838,7.104263928,8.532600033
Introvert,3.289335018,7.695107345,3.911546169,5.404028798,4.907037315,0.100540392,5.232782316,7.950435501,5.539789245,8.703803415,5.256618927,2.460172045,1.808817702,8.174117345,5.309031573,2.252360136,5.436883897,6.060654881,6.737269526,5.038570024,4.306925436,7.354398126,4.281129126,4.476716883,6.686594121,5.506526433,4.721261817,0,6.794018081
Ambivert,4.53856878,5.547814152,7.658838293,5.057854365,8.092035201,5.476138002,6.089449997,4.957917371,6.392194218,3.087203646,4.166192608,5.829047824,7.7090356,8.049339186,5.456605442,6.924837353,7.175446215,4.692860312,4.53360702,3.992702873,6.110717708,7.984303143,6.952454126,6.374094642,1.444910567,7.669884008,6.278602591,4.95991757,5.815491329
Introvert,0.692575587,7.731760738,3.26121395,3.916925565,4.296156387,2.329247501,7.217508394,7.890585034,5.747102773,5.81814837,4.715391181,3.17237953,2.526294069,4.153135984,7.536535555,4.324315839,4.685548767,5.749379677,6.771461541,4.959469673,3.08844634,7.38608375,3.319136503,4.204902448,3.025536911,5.811637836,4.917637782,4.672231241,8.859425803
Extrovert,7.752268815,4.129914987,8.45963803,2.214008074,6.373533959,6.414011296,7.895322468,4.031234815,6.510763492,4.413214126,6.171111408,7.156750902,7.99782275,9.352553636,6.320259312,4.613883264,10,4.757318874,8.427341038,8.455381288,7.112242575,4.984800093,3.145969624,8.490367925,6.710967036,7.453768151,8.95447206,7.818050472,6.269230394
Introvert,5.304476361,9.322198192,1.615020702,6.089706397,4.474457848,3.86940641,8.189287051,8.02075386,7.186160507,3.676175184,5.718961845,1.168773761,2.020430465,8.024775731,8.597263813,0.979980781,5.282003108,4.722135087,8.399064873,5.626022969,1.539485597,7.672688507,3.230922878,3.370421391,0.807553733,7.3462526,3.560804662,2.922630072,5.069147108
Introvert,0.812135388,6.348101451,2.99917841,8.922946006,3.001227228,4.002393652,5.551534916,7.064011018,6.291467078,4.279289313,3.026039493,5.931767472,2.823526575,8.743454424,10,4.054163948,7.351105058,7.021712036,3.96224892,5.834882099,6.6735929,6.026979955,6.011746746,2.702997802,2.771673824,5.171100944,6.820053836,6.297666397,4.704531948
Ambivert,5.679088376,8.14800732,6.417062939,6.528146081,7.87782385,6.344790585,8.67130376,6.396788109,8.773844484,6.618096891,4.824288381,3.91542514,4.358201399,9.192844173,8.280675306,4.923481123,7.309666504,6.076614688,6.754701185,8.336650765,6.822037467,6.074447035,7.747729839,5.870158517,4.510469816,5.493883569,7.609528318,6.958765319,6.317087717
Ambivert,6.696365595,5.139737418,6.559131134,7.602347078,5.596019475,5.410068664,8.290448416,4.38006754,3.770868676,6.652388265,5.881579785,3.632045845,7.297398355,6.904948504,6.526427566,5.740544505,8.250465628,3.39146402,3.675064195,4.556069096,3.103988451,5.236994782,6.021874768,6.30244811,5.618629145,5.7870809,6.190720572,5.354350346,6.366962079
Introvert,6.450046028,8.881370716,5.56971953,6.020518832,5.350281582,1.589894911,6.514902912,6.086732343,6.284539801,7.288192616,3.155570914,4.029859021,2.962251381,6.997071755,8.639898351,2.185025881,8.021151091,7.700634524,7.747114955,0.946685224,3.450628331,8.873343076,6.605526351,4.897238365,5.104772654,5.221172625,3.819416831,2.542685951,6.970049048
Extrovert,7.260600526,3.270471664,8.692228149,5.232379752,6.796562695,8.230824515,6.984487262,5.276733698,6.495968285,5.749757894,6.032078844,6.319455615,6.499342061,7.857033819,3.933561544,8.236943537,7.430439834,7.344511906,4.512026483,5.738146301,7.515271941,4.021556401,5.987163565,8.563360663,7.369946945,7.721955033,8.299204706,9.592079676,3.972112793
Extrovert,7.051999093,3.158570348,7.860858255,3.134635003,6.430903214,10,5.707121904,8.019879655,4.379771216,2.772414575,8.948597935,7.030762443,8.808042672,6.974613795,4.291055335,10,7.375446754,4.946257712,5.915725208,7.355036986,6.877489655,4.286019489,6.548878948,8.592897262,6.944790956,6.60922858,7.950084343,9.194970724,7.520570652
Ambivert,3.749961706,6.335253303,6.334999224,8.691318841,5.680845877,5.263130635,8.001855803,7.376676022,2.736812362,6.871509837,6.922947579,4.342830523,6.264402211,3.433913699,5.867506679,9.021817836,6.571080009,6.979410843,6.736371931,4.484749317,5.488056071,6.338080547,4.887776963,7.023427334,3.449399305,4.11384408,8.576947244,6.54528315,9.624217176
Ambivert,7.210774502,7.477476087,4.66386709,5.732054887,4.033662022,4.700594586,9.712550069,4.599339717,7.609962019,2.861033525,6.829763287,6.896493487,5.678797788,6.131713827,7.195895046,5.289716748,6.433105266,7.533724211,6.294288596,5.277268342,4.320001338,6.428725543,7.361681016,6.418586942,5.074941491,6.144516693,6.304112939,4.931403113,7.081051611
Extrovert,6.698878506,4.165585348,9.987589147,6.40806814,9.18022457,6.391430106,6.20144265,7.542944829,6.557054031,4.824862869,10,9.168121922,7.485478296,5.606358333,3.604806573,5.623409302,6.039674597,5.591790385,3.736328423,6.275646474,10,0.65407331,3.140184745,9.311829345,7.858314879,8.821699461,7.496393893,6.157556397,3.936211932
