personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Introvert,2.539522137,6.89427516,3.526729609,7.309072456,6.791237812,2.263892089,3.76820943,10,6.811364435,6.995697248,3.869694977,2.655178595,7.56362736,7.359604867,3.299321426,8.770244557,6.168285249,8.225822601,1.405138914,8.833512364,4.778362012
Extrovert,9.446864742,0.00189312,6.305033221,2.904541696,9.144735504,7.750468228,7.321586501,3.074041806,5.997646575,7.322718379,4.761040297,6.90919199,7.370425963,7.213608141,9.679421356,8.80563605,3.819736645,6.156357217,7.199281288,4.859958252,7.239710944
Ambivert,3.747686896,6.059407222,6.070638971,6.414425322,5.559473696,4.71036396,6.620824362,4.354187737,8.088907212,3.740310264,7.181459735,2.94982455,5.620129597,4.295522456,6.537908873,9.216285791,6.236759818,6.335416967,3.287255806,4.433383358,4.279716358
Ambivert,5.637507074,4.556216096,6.613787633,6.522681966,8.552332848,3.882781121,6.208420139,6.134467469,6.044234254,7.248809768,4.882523007,4.783247219,6.822867194,5.912152713,4.088958225,8.025897815,4.54872132,8.583738417,4.818157438,6.424152061,5.363127241
Extrovert,8.779196661,0,9.549411677,6.114708895,5.399543072,9.079622278,4.729847738,7.517522718,6.263334644,9.091248357,6.411995734,7.650457106,6.723666383,6.281514726,8.74048485,8.091238772,6.779328135,5.694093296,4.291638514,8.637636771,6.551711224
Extrovert,8.664280241,2.759717791,8.85319624,2.53033896,10,9.673369366,8.489436487,5.143735758,5.303097175,6.133560905,9.175751046,6.569669156,4.920693694,4.039387844,7.426570113,6.178490692,6.324273323,5.657692826,8.609907761,7.106580944,5.241538928
Ambivert,6.053194462,5.217789575,5.215076008,5.48153718,5.716208956,7.05144524,5.18842005,6.278516331,5.166664727,6.019666154,2.798345783,5.190537621,5.707205406,5.222330197,5.988516961,9.852821737,8.91091491,4.796216878,5.629834232,6.880189774,4.901654309
Ambivert,6.398369079,5.027248491,7.036339835,7.403339659,3.843973638,3.350297049,8.796880303,6.008295987,4.038478449,7.795213985,4.765797582,5.032511025,5.853248412,6.990457796,5.605311841,6.9550861,8.818085212,4.424970419,4.452089718,7.294135925,9.543656633
Introvert,3.271115842,8.076003325,2.17198458,8.710708062,2.91033295,0,7.376869889,6.297138003,5.198010589,6.219266057,5.769559233,3.155359315,3.544206607,7.29124485,0.131353852,4.699421244,5.893648348,3.342695313,1.72118554,1.418629148,6.155966931
Ambivert,3.305607689,3.03105009,5.947377373,5.009272178,4.012053821,4.933160345,8.126555023,7.153151514,6.67701365,6.041843922,6.826903771,7.300245474,5.582475806,5.202848806,3.73232338,9.26261348,6.122151189,4.653956546,3.577032115,7.340256888,5.143644586
Extrovert,8.760433303,4.360723976,6.905739161,2.015790886,9.486012215,9.397501454,7.168046963,6.31390785,5.917276207,7.924388399,7.915109199,6.522213392,7.662794456,5.067439191,5.658033167,8.265077403,7.779470264,7.528809842,7.749798846,6.883667466,7.462182398
Extrovert,8.427119841,3.52279813,8.344658829,6.775472373,7.353497486,7.985593391,5.471040268,8.844229766,6.039596951,8.725841734,8.380787996,8.959567663,6.360292187,2.308832756,8.625311882,4.893426742,7.243978493,7.541363623,6.522744242,6.53837808,8.137259267
Extrovert,5.825377324,4.736655909,10,1.611019837,4.57754219,7.166941456,5.995569196,8.13248821,4.559625726,8.218601604,7.355288816,8.697766774,8.006667587,3.888285516,7.216550877,7.485451137,6.64382478,4.525158421,6.605436369,6.774143866,5.741873041
Extrovert,10,2.040597223,9.159279312,2.128011099,5.480805328,8.854521418,3.96765857,4.175674984,5.874508252,8.453845292,4.142738029,7.757528559,6.002779009,3.517010267,8.507482244,9.126786657,6.776862552,5.776625491,7.106169516,6.122653342,4.410912621
Ambivert,6.30075655,6.017780898,6.883089204,6.28063267,3.300340475,8.811707308,7.058088064,6.370045003,5.861504748,7.460307784,5.399971357,5.090254694,6.11373571,6.375795907,8.096903366,5.988508615,5.902847277,3.215853586,5.758096829,6.521130053,6.563983202
Extrovert,5.929477519,0.069524094,9.670546731,5.441338806,9.549354834,6.057158072,7.875111743,6.88884558,5.538350194,8.901793453,6.524194525,7.370426895,7.276114126,5.785943244,7.554524461,6.2331029,5.21909649,7.879769311,10,4.163667685,6.578441703
Ambivert,4.274162254,4.122377336,5.394794108,4.684518103,6.549078265,7.006978293,6.706661542,6.174072062,5.082794556,4.654108761,4.03461808,4.814207965,7.877144102,4.303643316,4.608860453,6.573511516,7.108008218,6.092620017,5.115824583,4.70375759,6.464719079
Introvert,2.153921937,5.814281261,1.690463356,9.023370477,2.277845988,1.383303575,7.879165633,4.714182197,7.805073805,8.293176837,2.93721176,1.446595294,6.336409154,7.920630203,4.206237748,6.921849126,5.91521326,3.900209701,2.95315867,3.393510661,3.627342145
Ambivert,4.652854842,5.762318138,2.719611568,4.485951823,5.33899207,3.975676151,8.172128562,5.479532379,6.208625933,4.835541217,1.544758883,7.858693684,4.669532516,4.375383364,7.119831391,4.587396552,7.195552286,5.124038282,5.887538749,6.901358883,6.947042001
Ambivert,5.939575283,3.715846555,3.873952773,7.201683882,5.921821936,6.226891904,6.250102327,6.384538043,7.192526356,5.513159336,5.508737396,4.008043724,6.582323086,7.975471368,5.518289352,7.637465625,6.026659016,4.446519016,4.667617556,4.787879129,5.266842442
Ambivert,4.035472373,4.716463404,5.6755095,7.219799087,5.28489945,4.61537768,7.195538613,4.713580449,5.128038046,8.003879641,5.744629974,5.803055406,5.42099794,6.574595592,3.681921389,8.371068532,4.153619853,9.664170885,3.74264207,3.113503782,5.487826583
Extrovert,9.692205121,2.866565844,4.95065156,2.683358985,7.021966039,6.070466508,8.07928629,6.651614834,5.656245863,8.383550652,8.683850713,8.27990018,7.148819337,2.955930947,6.271627916,6.122280286,5.575623795,8.349618809,7.487027016,7.913422495,4.350806363
Extrovert,9.568705177,2.26132703,8.265566857,5.31687627,7.012416016,7.964665285,5.945038704,3.332340735,4.854529242,6.18642294,8.036019121,9.421366639,7.822873664,2.801745771,6.236944401,7.022424849,8.069886464,6.0413255,6.178020543,5.84946828,10
Ambivert,6.428975964,3.398267361,6.240855892,4.528615816,8.825022515,5.206220119,6.601394874,4.526468488,5.280940126,9.496391124,2.397912526,4.999710049,7.365902181,5.760555003,3.247031589,6.9948637,6.858913066,4.680570251,4.6061544,4.648807004,6.210974408
Ambivert,5.566362663,7.841660943,3.153728295,2.279000059,5.215071824,4.940058086,5.934410671,6.01095161,4.743048155,3.967334858,6.96201773,4.180353369,5.409906666,5.689238269,2.626978867,7.280419469,3.963728209,4.800923263,2.125634382,3.456206232,5.373584692
Introvert,4.406171273,8.045592104,4.31885048,7.779123169,6.612723454,2.12887014,10,7.128631595,5.428614448,3.934746502,6.11309048,1.705401096,6.465644844,7.465200851,3.127558609,7.385125837,8.746930204,5.471976785,2.845386564,7.298130332,5.034410679
Ambivert,5.086078416,7.855150964,4.867866882,6.578561528,5.393405444,4.405310293,7.905863849,7.418218887,7.398019267,5.418523957,1.945194686,2.308544429,6.681059282,6.297720999,6.726355739,7.106629474,6.85988449,5.369007057,7.39710385,3.152061259,6.384076792
Extrovert,6.913266708,1.324793811,5.547027155,5.138367137,9.031882844,9.383257862,9.74815379,4.353560408,5.491702012,6.967932775,7.154963353,6.874194838,6.021416069,3.824664647,10,7.998741706,6.886963478,8.260284878,9.433645175,5.892488519,10
Introvert,4.785164468,7.308955427,0.460761692,9.610214312,5.747271661,2.39974098,8.267891186,6.460670656,8.143585796,3.310642655,3.402641871,3.489499762,6.074395156,5.871351908,0.808277493,4.442656009,7.368007092,4.047896914,2.337167824,5.422076133,6.833443143
Ambivert,5.976314136,5.503121912,5.41654429,4.440210576,6.06858694,2.514012779,7.488774487,5.402622207,5.280406529,6.480225111,6.578678516,4.788557427,5.710231261,5.775020964,5.278838022,7.953939232,7.061528523,4.051309565,4.344098219,5.290459141,8.332340922
Extrovert,6.973913539,5.171236373,8.127219514,3.983420087,7.365920324,5.343829506,6.397999793,4.936819513,6.343064901,7.724488631,5.377843797,8.73253313,9.231867695,3.918221265,6.006663317,8.465892612,7.872630949,5.625897279,9.450389426,4.346856834,6.93481382
Ambivert,4.873386449,7.844549443,5.477840474,5.337841,7.062947463,7.342621615,8.223152561,7.141522903,7.438802099,6.238823963,6.017964986,4.555098823,6.641819372,6.985342537,5.075772398,4.787313732,7.452892319,6.168944165,3.19601122,6.117378837,6.548380564
Introvert,1.895358024,7.221398665,4.555463941,7.981000274,3.384984036,3.247445732,6.055648602,7.891679692,4.524267958,4.688718544,3.602368369,1.48154562,7.015471319,6.779795534,4.078871243,5.872997672,6.144814032,2.410126908,1.854811998,4.914550139,3.620362608
Introvert,6.033262288,6.77816248,3.093114513,10,3.746689699,2.39421304,6.495402069,8.712324368,6.006257322,5.315157451,0.965029917,4.059319154,8.314050159,7.016770453,2.736576259,4.956655723,6.308214367,1.212910695,3.824804102,4.516533939,5.43633732
Extrovert,8.006147656,2.864452803,7.129382756,3.712711206,9.293421436,7.245282632,7.35696218,6.036292344,8.050611565,9.106604362,7.577725139,10,7.434041056,3.137910654,9.874025453,7.46174372,6.380167011,8.075829005,7.767766631,4.415777205,5.528334284
Introvert,3.236656967,9.673102983,2.519272215,6.529653431,3.001970452,2.583968665,4.319529704,4.709565553,5.55926088,4.435009001,5.359932245,1.631952621,4.811592132,5.330861967,0.993083131,6.603836704,5.215783635,3.286710572,3.198484484,2.970725615,7.604142504
Ambivert,6.581828572,5.576311001,7.12229321,5.616516832,8.073322054,6.492880333,5.53007987,7.846681931,6.506706955,7.917756417,5.906910698,4.912327598,6.190108769,5.500727483,4.786118322,4.231336153,6.034741216,4.997930069,4.09339871,4.732575214,8.470746443
Introvert,1.176958526,8.349943809,1.319140113,9.268241679,4.55749125,2.291023193,9.651058194,2.407180966,4.167976983,5.135723055,1.024884782,0.945719275,6.68974736,8.730106858,1.426445484,6.436659116,4.51468048,1.426466759,3.01901656,6.417551069,3.969902704
Extrovert,9.644820899,4.659191806,8.238529067,4.727109117,7.98330511,8.981315253,3.954881126,5.590943508,6.028007357,9.427081533,6.964110827,9.837776284,7.561314468,5.493461627,6.398334609,8.309050098,5.884411089,6.470802271,8.802067011,5.349292634,6.325845577
Introvert,2.088230804,9.417228798,3.307590358,9.560503706,4.559453661,4.857156404,8.399888126,8.650415803,6.273879864,4.819611786,0,3.978752855,3.112588553,7.636181159,2.549274789,6.630233996,6.250175514,4.755719279,2.224836932,3.751682366,5.61681588
Introvert,5.745024429,9.475213629,4.534249714,10,2.249409848,0.155562236,5.983891824,5.930484287,5.611268246,3.708197275,2.374628145,5.80281668,6.988258423,9.951657458,3.71826127,6.347425693,6.455242238,3.217997066,0,2.154309375,3.631819203
Ambivert,5.031011905,6.433063403,5.667536793,8.708701745,7.520834866,4.654381704,4.32935715,3.229411089,7.833088517,7.461761173,5.18860669,6.000084411,8.426315259,4.866571398,7.455191718,7.619052355,5.583563755,5.714061799,7.162438147,5.210528264,5.285282742
Introvert,4.556460022,10,1.565138649,6.795952752,4.609166523,3.596144791,7.926652054,7.984810641,4.845222359,3.474496774,2.674047562,2.080917866,5.292608633,7.273554961,2.187830737,5.077838824,6.27064594,2.623671568,1.736162359,2.987254045,7.667593314
Extrovert,4.254802824,1.177426468,8.288268275,5.123962306,10,6.63993541,6.647843738,6.249677898,6.115458326,6.097296765,4.20040547,8.371891791,8.472215576,1.703624022,7.092342464,8.724322726,5.700243154,8.477199043,8.255882579,8.610505111,4.058721927
Ambivert,3.737300386,8.873893999,6.57898374,3.376805099,6.921109866,4.735294861,5.918621997,8.305492005,7.772578305,6.584871259,5.155046393,3.63778811,5.945489886,4.798693949,3.350678254,6.744879089,5.024003933,5.790022575,6.75808429,3.471267267,4.686380831
Ambivert,5.059589262,7.090538749,5.709647542,7.637693317,5.407924153,2.353741708,4.799844313,6.963522818,5.225108637,5.023829422,7.876397102,6.870222363,5.498925857,9.342786536,6.711099993,7.619048331,10,3.016500475,2.823608604,3.445782229,5.68954645
Ambivert,2.453825503,5.259537476,7.144585642,3.677514567,4.114030025,7.994760093,8.02340997,5.918397901,8.14848487,7.019218059,4.785897668,6.875961596,4.16415625,5.904505755,4.099594208,6.554365557,6.797936965,5.674264022,1.478826149,4.744797631,7.160002497
Introvert,3.901326673,9.664572109,1.039856312,5.684404589,2.967365712,1.366401573,9.383227955,7.211538504,4.020661704,4.078383438,0,5.449266088,5.509742081,4.460392722,4.362137555,6.072835772,3.747023028,6.134306749,2.808213424,3.064128066,4.708314
Introvert,3.469437188,7.478830394,2.763629149,7.715573393,5.487471022,1.832291556,9.230469959,9.752488563,6.132898544,2.687541096,2.523825604,4.428140214,6.09590651,7.123887051,3.704040892,7.173619904,4.762652809,4.789789544,4.944386852,4.644961864,5.323100642
Ambivert,4.013758525,6.212238291,5.50900773,7.396768156,6.367107214,4.119726892,6.479384124,6.065786056,5.476926602,7.526336491,5.107024486,7.197982802,7.828149924,2.813823694,4.866978431,9.873567936,8.113071817,2.592180356,5.019912298,3.686890651,8.271711528
Ambivert,5.476062055,6.387962308,6.658631882,4.591426299,3.695084366,5.205691524,7.842222957,7.594608008,6.344165591,6.084986723,6.981755192,4.17949021,6.48440682,8.023203838,4.777766664,5.857437509,5.367215151,7.214808189,7.491585807,3.998531243,6.148151027
Extrovert,9.209715845,4.293227457,9.349236897,3.206045879,5.501169872,8.214328566,7.079646647,6.40442206,6.770928322,8.917363998,8.020343921,8.447537323,5.860649585,4.825842373,9.303000247,7.958093896,3.12811086,7.489023981,6.488406757,7.430152216,9.197235115
Extrovert,4.845425725,2.310488035,8.03634687,2.747607569,10,5.264085357,6.349387796,4.161965912,6.050619611,6.982736077,5.072273265,5.934237734,9.95323604,4.288908186,7.663684762,4.537792542,6.342403715,2.243995276,5.410567825,5.581018694,9.922738264
Extrovert,6.089766476,4.325075151,7.458695724,4.221693832,7.776032457,5.431237529,4.617680611,5.828833496,5.597297273,7.115629948,3.980465136,6.275197326,7.050481796,3.413809412,9.141965405,10,5.224823388,6.489076444,7.847106968,8.490744568,9.579328513
Introvert,2.497367551,7.337147234,3.28216712,9.382639189,3.881075342,3.583767398,8.394537184,10,5.102941667,4.933269109,3.806007109,4.000289471,5.200274374,5.467366917,2.459279821,5.334607461,5.912741133,5.420792059,0,7.202892917,4.58990862
Ambivert,5.53558544,6.596460712,3.789071758,6.025994612,5.660909042,6.516069555,6.677399953,8.347528912,6.207872795,3.166820736,4.602184276,2.961802018,6.084884441,9.738738761,4.601698934,9.278832348,4.308494389,5.207054027,4.990604999,7.727421536,9.011580894
Ambivert,5.412082868,5.473181662,4.766078328,5.069023202,6.360624774,6.053462382,8.41729967,7.422092857,4.014561553,5.845261681,4.57425183,6.977292327,2.457668579,7.118709698,4.669853313,4.493893974,4.563856788,3.915052002,4.967667088,5.848421353,9.29106787
Extrovert,9.333942178,0.264060323,8.854965775,6.300889628,9.017845951,5.516686849,4.1534434,6.037728787,7.196926383,7.502843811,7.255126405,6.201429747,5.400928276,7.949018887,9.738307708,10,5.678350173,7.851695072,7.363030039,7.577634368,6.175271808
Ambivert,6.215816868,4.39486092,6.030367176,7.527389504,5.22368052,6.61112745,5.355192067,4.299269547,4.674513885,3.982561877,5.310501409,5.63253168,7.88293173,5.18188623,4.225310892,4.130272537,5.791458776,1.401734219,4.311022475,4.008688422,5.96148366
Extrovert,9.044952261,4.272183898,7.006577639,2.825219354,9.761701201,5.885584385,8.795273381,7.963338022,6.393192671,7.1621209,6.680608043,7.914320363,5.797340179,4.353942399,8.503795477,7.266384922,4.451007238,7.783045746,9.056738063,6.468593262,6.72816838
Introvert,0.915186401,7.544524345,1.827203346,6.659928194,1.898726943,1.383236512,8.931787098,10,6.777166983,3.881127986,1.601722454,3.652837772,5.977341803,8.452064019,1.94020129,5.054447228,6.313043405,5.809462343,2.053941969,5.671290245,3.802714596
Ambivert,5.717235782,7.320321769,4.300870421,5.390835357,8.055695217,3.74203593,8.119704157,8.745558461,9.002983978,8.738911608,5.581566035,5.415954791,8.802554903,4.413982035,2.495271374,7.328042794,6.659887158,4.160638115,2.401230394,3.342662191,6.54703433
Ambivert,5.039286236,3.680060983,4.40420704,7.470484088,6.593962221,9.427672611,5.177547619,7.780152445,5.015223443,3.202805164,6.973515208,5.802902383,5.996824845,4.211836227,6.248251443,6.347548938,4.182298315,1.725785756,4.402242771,5.404630465,5.186505286
Extrovert,10,4.044206518,8.220915804,0.113427726,6.18520239,8.12050456,7.956832218,5.219239059,4.450092591,6.922227761,6.505931164,5.811248956,7.587812558,4.157682825,6.005149242,8.22806274,4.544613752,6.879378029,7.550019286,3.81801004,6.489073992
Introvert,3.261593456,7.928701557,4.801772974,9.964295093,6.359379856,1.915846579,8.888478739,5.829451368,6.615539743,4.396591022,0,3.462318556,6.342171668,6.344134504,2.257142178,4.912416496,8.245876993,7.143484069,2.748224537,3.214549304,2.900027333
Introvert,1.996419098,7.629822165,4.983120542,7.462987229,4.622822512,2.481977153,9.244044991,5.947783416,5.542271044,3.514227807,0.77137652,3.410278141,3.153805844,3.267683243,3.543211303,5.797914908,6.890441842,2.747076736,3.699008796,2.151086989,3.617395781
Extrovert,9.278751914,1.232541494,6.617199021,2.163552311,9.500629106,8.966498389,6.537864348,4.519384311,5.991032553,8.91227816,9.75198212,8.349074936,8.188623458,2.262380042,5.983827211,9.414961599,8.190241963,6.070629717,6.403946005,4.701195966,10
Extrovert,8.844946694,3.315030516,8.494930006,4.212726544,4.8461976,6.650367955,9.222033225,7.073792262,2.409227947,8.553868851,9.205873428,8.951218948,5.444146383,3.257384963,8.139454986,10,6.755069184,6.250626963,7.769081218,8.275667796,7.940776928
Ambivert,4.267597491,3.986654725,5.922590116,6.421925254,4.833333633,6.96048627,10,8.147881424,5.136468325,6.521871687,5.013266838,5.503733983,6.354294259,5.240355086,3.993789761,7.455489397,6.030220496,6.841849184,5.602505535,3.853955424,4.667663105
Ambivert,4.977265446,4.545908646,5.817737186,7.306273135,5.634008852,4.610705331,9.288620901,5.494380284,5.257553585,3.98751855,5.623177565,5.059028231,8.789435045,3.480513061,6.548405182,6.478013306,6.865385465,4.572437413,4.760235302,4.619759445,8.959270686
Ambivert,5.002830311,5.288998182,4.034786781,7.719989568,6.081229486,1.365796459,9.791683459,5.759556654,6.17898246,5.258893363,4.633034823,6.58168753,4.771364512,6.474449785,7.659618248,7.736064407,4.265578716,4.838808941,3.90903351,6.731367803,7.151777308
Extrovert,9.841191638,2.451412088,6.886722183,4.518860976,9.257920848,6.614599217,5.027291693,6.118546699,4.36794301,7.140602763,7.952133041,7.869890339,4.991205875,3.484371091,6.629892614,6.324331261,7.213905222,6.195124543,4.87694824,5.384902162,10
Ambivert,5.804862811,7.041684727,6.017324597,6.758700146,7.340003929,7.944553677,6.530898105,4.191054746,5.723253043,6.734658977,4.578088696,5.758969991,5.897055029,3.543355586,4.913903673,6.860385471,6.803767482,6.169280642,4.388630795,4.68861229,7.589353854
Extrovert,9.090173718,0,7.422786663,4.096446164,4.514211566,8.960576386,6.845412555,6.03698093,7.432274971,6.249852666,6.81323555,9.472421688,5.211872122,3.897837883,8.78895837,8.353231642,6.487327959,7.25674649,7.294350958,7.094152174,8.041308135
Introvert,2.260092418,7.732436718,3.135806934,8.997574206,3.071376678,1.405609296,10,7.749087955,4.853834423,4.98534736,0.919024675,4.827092426,4.425580544,7.060826334,4.0351461,6.170462805,6.201348797,2.674755214,3.650514132,4.414859725,6.47899697
Introvert,3.502200437,7.455832093,1.479576036,7.084441436,3.330132242,3.213308732,5.572214039,8.00210858,6.035616351,6.079261681,2.947912346,3.145852763,4.274542691,5.81564544,4.176485009,6.635263169,6.043427877,5.053492551,2.022031197,2.911203313,5.587348705
Extrovert,9.955041354,2.987233471,7.265575062,3.412139343,8.590627764,5.842818995,4.755089674,6.7268417,5.020304335,7.25098795,6.106730912,7.087102483,8.351643333,2.496621035,9.066071239,8.274127028,7.281296724,10,6.461729052,6.360891206,5.510904432
Ambivert,4.958384852,4.683587844,3.499090044,3.649271503,7.423797811,6.282130473,7.309648183,5.156007772,9.402128932,6.499952312,7.340853172,8.624127381,8.641323815,5.83632487,5.733239571,9.751452769,4.977315276,5.586502301,5.70103318,6.125550232,7.885749023
Introvert,3.172732206,9.535821702,3.396457853,10,5.277966601,4.190839588,6.228767991,5.940117741,6.205628318,4.190649033,0,2.428696628,5.240087871,8.278477467,3.455766706,9.041929162,7.223985636,6.05893369,2.571217725,1.629128844,5.962180964
Introvert,0.955040616,7.613430753,2.477739362,7.053069304,5.328138077,0.862680705,9.477349788,3.217567252,7.920454873,3.198561495,3.092443457,1.745919151,6.187106989,8.681653518,1.457976971,7.906861755,5.648717807,3.136052472,0.717439325,2.93145387,5.159804565
Ambivert,4.351662865,5.699419403,5.898593067,7.613261239,5.529917005,5.961453359,9.166772893,5.941829711,6.743205158,8.994230063,5.020194004,4.811943999,6.687616969,7.133959962,4.3005362,8.178769033,5.882819809,7.74473428,4.441342374,6.617317331,5.92302373
Introvert,2.498335662,9.338383717,2.450085309,9.888135352,4.912962159,3.695578256,8.464970952,6.524779312,4.296732053,2.280232268,1.517920498,3.908026747,4.612065297,5.137731457,3.84135482,5.601687228,8.178405058,6.492666996,4.607375184,1.926475176,5.860186657
Ambivert,3.908741037,5.578003807,5.853495464,3.681617401,3.337933337,1.868654815,9.219498695,5.777477806,1.951047516,6.363973224,5.571915392,7.181704651,8.318815723,4.161694986,5.571081065,4.659567904,6.005458444,3.146176001,8.631244268,4.748079567,5.5423033
Introvert,4.982960516,6.096185712,5.707728698,8.204767471,4.821495235,0.520821208,9.742863313,9.229123244,6.384102538,5.964332482,2.431797586,1.132429227,5.309809967,2.418470714,3.434736601,2.944739573,7.100071522,2.866863727,3.632545877,6.945999584,4.599535229
Introvert,1.74298947,7.360123504,2.214334595,8.98466621,6.325539246,1.634142677,9.832579136,8.03146275,4.007939377,4.396005214,5.829938748,2.8676493,7.588309609,6.947328,5.575937246,6.514200887,6.863436505,4.113712488,5.216443421,3.846072164,3.657188392
Ambivert,6.680197888,5.313824334,6.237169401,5.17290524,3.655001759,5.987879232,5.905395703,5.903461623,6.357346275,6.88852026,5.538481639,6.197458077,8.362441378,4.291531873,8.216624814,7.151546139,5.511038173,5.882758204,6.374740462,5.019137089,5.285547262
Introvert,3.280254356,5.530156725,2.011050786,5.949012839,3.943928832,2.44264703,9.121970566,7.097476174,4.988199673,5.280748684,2.022204777,1.337603817,6.227976606,6.077399623,2.007320157,7.637897466,4.530396719,4.601979825,3.798269972,3.389829005,5.263839501
Extrovert,8.046277923,1.932286077,7.801929726,6.225342477,9.828103957,8.106816501,7.387740157,7.366372201,3.875540532,9.579991127,6.291859243,8.929867521,6.958124535,4.882313134,8.270525982,9.656771309,8.219805024,6.950416685,7.214297341,6.726069335,9.154806672
Introvert,5.229245467,7.897599919,3.70938546,8.972315083,5.108093507,1.978017159,7.52773046,8.920585997,5.972218043,2.178964646,3.772151757,4.235417232,4.580216227,4.68835982,0.510846728,6.259787879,7.246963602,6.151336664,2.861310746,3.103345431,6.959702938
Introvert,0,10,3.424868384,8.06199792,5.919898854,0.889346867,9.314531635,6.09351811,6.343891273,4.510902752,3.040147397,4.941973246,6.568698263,5.547849449,0.432395223,3.608452912,4.965267738,3.808939579,2.840739977,0.994045746,5.985545318
Introvert,2.705692655,8.55665294,4.036232245,6.43092554,4.415766548,0,4.273988326,6.27541141,5.007469478,6.325460702,1.850992649,3.094260349,5.73653969,10,1.972565242,4.169953359,5.752929386,4.23850372,4.542688087,5.38656293,6.624123252
Introvert,1.379429495,8.23660861,4.434654019,6.477751185,6.204655772,2.159556823,8.053546888,6.122212387,6.20127476,2.896746283,5.019520095,4.156665656,4.489007851,5.566084001,4.71128167,6.465996037,6.822862754,4.260248646,5.684725619,4.796886719,7.361790149
Introvert,0.057869386,10,3.99719075,8.251092661,4.881852172,1.66383791,9.215641294,5.973649869,5.859578141,3.634885079,4.078653319,4.187035795,5.148012223,6.24826011,6.260713701,6.24783186,5.316237682,5.388841688,2.502465277,4.771238018,4.549716132
Ambivert,3.707902399,6.381772136,6.880360811,5.302192254,5.792326931,4.945336181,5.14491453,4.226483867,4.891375795,5.807799164,5.624771067,7.8344674,3.877012067,7.222921925,4.153348976,6.919298982,4.699023583,1.242427507,4.11628067,5.193146399,5.731384774
Extrovert,8.025856303,4.093342405,8.319505898,4.32867223,8.39445349,7.620244488,5.943443945,5.614372583,7.833991972,5.468268112,4.620692168,9.096761664,8.03682566,6.903864872,7.811234524,8.758044222,5.619477397,7.317490711,7.453606533,5.905693506,7.305718631
Extrovert,6.911979306,2.389656327,6.907113367,4.559428015,9.320043245,8.910477244,7.649324359,7.979463499,8.231564049,7.725572801,4.950678251,6.619581891,8.066762813,3.699062591,7.2003244,7.521780783,5.542339855,3.324157764,6.572566752,8.185686029,9.267117532
Extrovert,9.344920385,1.101788261,9.200978538,3.323125415,7.832040728,6.082199002,5.723346846,7.994365757,4.02090177,8.739952351,7.981419604,6.706720873,5.843134884,3.140421975,7.498479909,9.537655248,6.266974007,10,4.414814606,6.318974344,9.96924189
Ambivert,5.179231228,5.892471326,4.927904232,8.54033106,5.646454044,5.446593796,6.215842789,7.164984642,6.925341512,6.646367281,3.954906106,4.70212427,5.849148108,8.005505751,7.011450631,7.431432942,3.612477919,6.256593442,4.789937672,8.751842993,5.65156512
Ambivert,5.012892468,8.233298607,6.54086611,4.867179436,5.989807757,2.84128611,5.634023339,8.842249247,6.585360456,5.995362686,3.287752937,3.193748939,5.400799798,4.327101441,4.907955666,8.32421511,7.552840251,5.723131098,4.564412436,4.106863552,7.653555373
Ambivert,5.019578574,7.769548057,3.617443987,4.576605597,3.407465266,5.363732096,6.633438942,7.381972587,6.135890244,7.250310356,6.049013206,4.007049464,5.815822154,1.076649524,5.945540841,7.278739721,5.509190775,5.173606492,6.046540208,7.002865546,7.292439652
Ambivert,5.352258391,6.486761199,4.966339445,6.629725258,3.974900899,5.493801303,6.95412793,7.385940711,8.8084678,10,5.997908278,9.649454647,4.156349013,4.84084424,5.21084543,8.913202673,4.222444198,5.863427593,3.587596698,5.272389998,7.016127429
Introvert,2.372282198,6.970093223,1.963199818,8.72246062,2.092955403,0.244864398,8.367253198,8.661478879,4.435995777,2.336227765,2.111466197,2.630649527,7.558932988,7.535891962,1.324445097,5.617336903,4.348705996,2.518725163,1.63327317,2.38862325,2.764352629
Extrovert,6.723119454,0.674048978,8.5886939,2.497718945,8.784080093,9.593447314,9.573209617,6.860034034,6.126859802,6.736175323,7.84849224,4.247612772,8.254914088,6.466140948,10,6.054282172,5.381632828,5.091120079,7.852856447,7.94577611,9.89979484
Extrovert,9.483777326,1.766629077,7.134342891,3.485174081,10,9.030961969,5.928204582,2.552401945,7.033894325,7.85937763,8.330942767,8.025708306,6.561505363,2.228442633,7.708320197,8.850584633,9.843341009,5.491037331,5.066429792,8.944256392,7.130913468
Extrovert,7.063857424,3.326567399,7.97715334,1.689384801,6.915343866,7.268494018,4.990560969,7.621149868,4.288010337,7.404042914,7.041673326,7.884721945,6.915493804,7.076022263,6.255001584,9.763823133,5.95988776,8.881836027,3.866075518,5.905820689,7.749806193
Extrovert,7.424710075,2.293483238,7.782002871,3.15244421,7.978606889,7.269429287,8.169367729,6.740563888,3.661375091,9.889122208,4.888367233,9.023060931,7.579557354,1.931926617,7.214540346,7.485150321,8.979418731,10,8.102048516,7.656543766,6.087309758
